#       Em_x_ZFC[n.u.]         Em_y_ZFC[n.u.]         Em_z_ZFC[n.u.]         En_x_ZFC[n.u.]         En_y_ZFC[n.u.]         En_z_ZFC[n.u.]
-2.408780715554547e-01  1.744111460760190e-02 -9.703986614608295e-01 -6.559896400698721e-01  6.498290637421872e-01 -3.839267899443227e-01
-7.023477649718942e-01  6.134406888089777e-01 -3.611068240182562e-01 -5.051589049790185e-01  1.301467049593121e-01  8.531566772338084e-01
-2.944031215788819e-01  9.428644375617585e-01  1.559918407672624e-01  6.491930594751606e-01 -5.132043508537895e-01  5.613997379711011e-01
 5.230320549429309e-01  1.308835048197532e-01 -8.422036438227233e-01  3.250597221985623e-01 -5.597162666394849e-02  9.440356741208380e-01
 7.442386242864751e-01 -2.516400824099036e-01 -6.186971303027935e-01 -1.199262814634933e-02 -5.385251189067929e-01 -8.425241083651956e-01
 6.195924550508244e-02  1.243986175985614e-02 -9.980011531736006e-01 -8.328028810580782e-01  1.627631582529454e-01 -5.291006668082088e-01
-3.995845287601847e-01  1.075091433088814e-01  9.103702480202720e-01  1.220580817394266e-01  6.807433726103039e-01 -7.222813062299483e-01
 6.633707603009140e-01 -4.754168703510604e-01 -5.778564127561364e-01  8.028338324064916e-01 -2.096267685116857e-01 -5.581348004441700e-01
 9.371406378509720e-01  1.311920695076311e-01 -3.233513039815645e-01 -1.534596937961130e-01 -1.376457042709647e-01  9.785212222919610e-01
-2.852927863469507e-01 -9.497737181468690e-01  1.285998070599836e-01 -2.913470935571289e-02  1.691559432169856e-02  9.994323545790890e-01
 9.377194754058698e-01  3.297915434157155e-01 -1.091774854813057e-01 -3.807637158343849e-02  1.448788956349843e-02  9.991698008762253e-01
-2.129820597143824e-01 -4.671418103218888e-01  8.581475230337775e-01  1.964936060709900e-01  6.331958976130647e-01 -7.486342351370285e-01
-7.738844148605776e-01 -3.232351811072464e-01  5.446300855906394e-01  4.982622016028174e-01  4.660242344629053e-01 -7.311334976235028e-01
 3.117849027809621e-01  6.899216500716401e-02 -9.476445829347047e-01 -2.471091705230501e-01  7.028984101751930e-02 -9.664348897329514e-01
 6.429458392752146e-01  5.498749407846144e-01 -5.331586980025802e-01 -2.244704664098047e-02  5.187042743515669e-01 -8.546589997575127e-01
 5.081775999881883e-01 -4.422066577477338e-01 -7.390594013432367e-01 -4.062017845744270e-01  7.656402264594860e-01 -4.987936986727255e-01
 1.292014646593637e-01 -7.524045910069010e-01 -6.459058081188100e-01 -5.173040606088272e-01  4.507271701179382e-02  8.546139239790056e-01
 4.214955476359520e-01 -3.946038401433087e-01  8.164737060476736e-01 -8.209121577029367e-01  2.774968764007146e-01 -4.990978991373891e-01
 6.560717225460632e-01 -3.089317741063334e-01  6.885717492193205e-01 -1.363409817269311e-01  4.055611366021585e-02 -9.898314696687089e-01
-2.238889230370826e-01 -5.966463023074234e-01  7.706406037084823e-01  2.693559232118230e-02 -4.033640819598910e-01  9.146430403446808e-01
-1.883115899293989e-02  2.342788214047346e-01 -9.719870479035155e-01 -3.505024836047188e-02 -5.071041360441066e-01 -8.611718035890571e-01
 4.890667526451937e-01  4.712357015166935e-01  7.339963385965591e-01  1.083262948451217e-01  5.474990780497079e-01  8.297651314557919e-01
 1.918426331472360e-01 -8.586423718743509e-01 -4.753206089884216e-01  9.950138307118881e-01 -3.511674393870223e-02 -9.335036682947538e-02
-1.071737587116677e-02 -2.154588001773869e-02  9.997104145244748e-01 -1.482016882480456e-01 -3.516607734864626e-01  9.243218919788344e-01
 8.991185810974565e-01  1.738426931075176e-01  4.017019979766368e-01 -4.635717088463394e-01  8.797753548480721e-01  1.053403804779230e-01
-2.167432205209129e-01 -7.697775503414287e-01  6.003872911284616e-01 -3.847271798754574e-02  2.403098358590914e-01 -9.699335197630956e-01
 2.156143579981245e-01  6.082565913775431e-02  9.745823145407033e-01 -4.441645124976766e-02  7.320928995504136e-01 -6.797552245376604e-01
 9.406293088139548e-01  1.519896844829219e-01 -3.035055834922371e-01 -4.120535979562505e-01 -8.101835558407816e-01  4.169105878440792e-01
 3.254048201422014e-01  8.710978061674267e-01  3.678319115010520e-01 -3.389015459059819e-01 -7.316864064460978e-01  5.914226448188565e-01
-1.542674323424724e-01  2.881139173698090e-01 -9.450883185905344e-01 -7.132094610796016e-01  2.942916172779039e-01  6.361797769707083e-01
 1.187703105805156e-01 -1.131066139151135e-01  9.864585684220424e-01  1.769952523249926e-01 -4.120466711415428e-01 -8.938065906310970e-01
 9.878476340875622e-01 -1.456250841421543e-01 -5.431746216638230e-02  9.639813114836656e-03 -5.456310904857252e-01  8.379700394993065e-01
 7.540585377059597e-01  4.619589230703652e-01  4.668936443221498e-01  1.713455935027776e-01  2.620278922559940e-01 -9.497273668095819e-01
-8.950090056569536e-01  1.886374630708697e-01  4.041964711859042e-01 -6.764859500714459e-01 -1.483180458365517e-03  7.364540444125901e-01
-5.529943447354785e-01  3.260605736239758e-01 -7.667344762162339e-01 -4.985501827886351e-02  6.501628299774032e-02  9.966380286230161e-01
-1.433750370253552e-02 -2.308040602894978e-01  9.728946097812762e-01 -4.378037698040484e-01  6.424583050499328e-01  6.289476809860509e-01
 6.693226703310565e-01 -2.080090967973990e-01 -7.132596852692812e-01  5.713563097299758e-02  1.425915920319963e-02 -9.982645922059619e-01
 8.416596046959147e-01 -8.198932838750519e-03  5.399461892850270e-01 -1.253444783351133e-02  4.998605699370329e-01  8.660151836080784e-01
-9.600648401510649e-01  1.052485328545749e-01  2.592262506723996e-01  8.230275550258080e-01  3.266173233113706e-01 -4.647007292668650e-01
-2.317620181283361e-01 -3.640667145257415e-02 -9.720910046013311e-01  3.552701168093329e-01  9.072473151968781e-01  2.251343002972662e-01
-2.919239691274967e-01  8.500827774925246e-01  4.383373902137976e-01  2.193028932417834e-01 -2.241381496331047e-01 -9.495621785301007e-01
-3.870583235959513e-01 -7.394017383798533e-01 -5.508819505265560e-01 -1.431368729563803e-01 -2.933814538815188e-01  9.452191058789677e-01
-1.429819028906903e-01 -1.654081401526581e-02  9.895870739442132e-01 -2.086358448091812e-01 -3.423379389627992e-01  9.161199811200834e-01
 1.041832670121242e-02 -1.010339751397289e-02 -9.998946843680195e-01  5.013048630197298e-01  2.862410003936361e-01  8.165534422231164e-01
-2.006748002907694e-02 -1.709160203273953e-01 -9.850812201238678e-01 -5.476206776939985e-03  1.353044989246167e-03  9.999840900877340e-01
 3.969330765597628e-01 -9.178475180048670e-01  2.577306868427972e-04 -2.334696481651651e-01  7.775172019692488e-01  5.839168810948562e-01
-1.297874489579789e-01 -9.185908046457235e-01 -3.732909745939516e-01 -9.316613621455628e-03 -1.925104742846096e-01 -9.812506907010783e-01
-1.471814952162173e-01  3.483556882242325e-02  9.884958728344478e-01  6.158499203241974e-01  3.960330362177804e-01  6.810922917349792e-01
 1.597159892170907e-01  5.240335376604790e-01  8.365881030683197e-01  9.534778008172768e-01  5.830615870092147e-02  2.957709843885846e-01
-7.308699425797623e-01  5.829432490014826e-01  3.549736546239037e-01  1.429590813104286e-01  6.379023679074342e-01 -7.567319671382773e-01
-4.408505917904342e-01 -7.490183153453096e-01  4.945930842574513e-01  2.484515290047732e-02 -4.305284323613039e-03 -9.996820409031287e-01
-9.022404292749135e-01 -1.341085885420594e-01 -4.098500875455273e-01 -6.409823181954646e-01  5.670334561963302e-01 -5.173149208314143e-01
 5.028783622226527e-01  5.983090107893170e-01 -6.238106126193843e-01  8.124071787680269e-02 -1.883953461942288e-02  9.965164412563323e-01
-8.784573143392030e-01  5.383617251083141e-02 -4.747782781608050e-01 -4.076219171486579e-01 -8.749005634836770e-01 -2.615212738497526e-01
 8.760310873812738e-01 -4.178517766027613e-01  2.407684089150801e-01  7.097836386237293e-02 -5.661034941870677e-03  9.974617910209932e-01
-3.563238247388649e-01  8.258631908730792e-02 -9.307055559214612e-01  9.253700486183455e-02 -1.332362762352443e-01 -9.867547807972183e-01
 1.293205831540074e-01 -9.595822477552551e-01 -2.499561892926031e-01  2.875326848610036e-01  8.079382352999266e-02  9.543570155953311e-01
 3.860128155048618e-01  8.656342166662461e-01  3.188597014403419e-01  2.093727240673310e-03 -3.653345952197602e-02  9.993302370295807e-01
 4.887162595900664e-01  7.981427535414201e-01 -3.523131598189527e-01 -7.609301992524846e-01  2.169222942858988e-01 -6.114981194634338e-01
-4.591303250646760e-01  3.378641048198356e-01 -8.216125554543918e-01 -3.395227492391288e-01 -8.985439808200147e-01 -2.781061259325741e-01
-7.387017138284521e-01  6.700967531028711e-01  7.273320746328751e-02  1.344779429812482e-01 -5.814813974072579e-02 -9.892090156767807e-01
-9.948207230108881e-02  2.468739190647443e-01  9.639276867982862e-01 -3.247354634150763e-01  9.428369223466414e-02 -9.410937595049681e-01
-6.210772141378283e-01  1.287597347197626e-02  7.836436073789813e-01 -3.809879300855793e-01 -2.848558441812992e-01 -8.796052212014576e-01
-4.409412423237477e-02 -6.673919361542656e-02  9.967956602251750e-01 -6.852439596777399e-01  5.053037949909488e-01 -5.245081414934539e-01
 5.611634522570992e-01 -4.264168906685568e-01  7.094111749919466e-01  5.331350054181866e-01  7.059118857254724e-01  4.663212150323615e-01
 3.606207364758119e-03 -9.990455038733136e-01 -4.353247591120283e-02  4.784400954841205e-01  6.608182793119880e-01  5.782856359622718e-01
 6.961404173995055e-01  7.112244160405669e-01 -9.771565529942994e-02 -3.133384253338296e-01 -4.909039782650800e-01 -8.129159337427418e-01
 1.361946232663561e-02 -8.228600063645946e-01  5.680809098813238e-01  3.365998098453687e-01 -2.733547412594650e-01  9.010980820327122e-01
-1.175522719975371e-01 -9.765287574778949e-01  1.804800519916144e-01  1.637325200259026e-01  1.258209834837378e-01  9.784481294382203e-01
-1.562591414382730e-02  5.226438399578136e-03  9.998642483601587e-01 -6.215584813327545e-01 -4.930457787845781e-01 -6.087453608086296e-01
-2.498266162291740e-02 -1.783786346929654e-01 -9.836447170108262e-01 -1.331958157945655e-02 -2.979945500514916e-01  9.544746392053365e-01
-1.765474023060876e-01  5.504018627464853e-01 -8.160201003799916e-01  2.061350350461271e-01 -5.747043523125593e-01 -7.919742765769187e-01
-3.554198508824827e-01  9.025622319116421e-01  2.430188205167430e-01  6.442680446138455e-01 -1.675708733631918e-01  7.462162482080842e-01
-1.056640147280261e-01 -3.641198951619825e-01 -9.253387584764741e-01  6.845881404760715e-01  1.652117993023419e-02  7.287428411540160e-01
 1.376691013532541e-01 -3.162600813262212e-01  9.386302677263926e-01  4.922935142049872e-02 -1.438041901891482e-01 -9.883809113103916e-01
-4.213095530133524e-01 -6.279923933861169e-01  6.543117104170350e-01  9.537739769231643e-01  2.801496331884563e-01  1.087721654125937e-01
-5.905641419824893e-01  1.922467790239080e-01  7.837570861940700e-01  1.705320676916594e-01  3.564181089777017e-01  9.186321056231196e-01
 8.973840881946237e-01  2.002117194306296e-01 -3.932137658548273e-01  3.638206030590941e-01 -6.097023275187360e-02  9.294714624494393e-01
-9.746016914185237e-01  2.216299982747145e-01  3.211988401135267e-02  9.498644469460665e-02 -3.705290811626955e-01  9.239511758404808e-01
 1.922149587325506e-01 -2.539000584539705e-01 -9.479389062363218e-01 -9.374738524819255e-02 -8.162537584040934e-02 -9.922442873496622e-01
 1.543912540327293e-01  4.141860733931261e-01 -8.970023619173949e-01  8.937272015147026e-01  1.822198785451141e-01 -4.099360988443222e-01
-3.897035730164772e-01 -3.484900118430041e-01  8.524587009491158e-01  1.936865513010924e-01 -9.760724304819953e-01  9.883385198432694e-02
 5.866136243423116e-01  8.982506871653455e-02 -8.048701216755703e-01 -3.089436087383990e-01  9.237362107049496e-01 -2.264183288785518e-01
 7.362289925470643e-01  6.755144465412364e-01  4.058451733385311e-02 -3.202078220657349e-01 -9.161262506613008e-02  9.429072476211069e-01
-1.144460495916255e-04 -3.812547177459201e-04  9.999999207734678e-01 -7.362353562950293e-01 -6.311317670517627e-01 -2.441929416655012e-01
-1.538358752007812e-02  2.010636383995155e-02 -9.996794883202054e-01  8.159947526611744e-01 -2.687002625195338e-01 -5.118131812989604e-01
 7.475400947818363e-01 -5.406318320130143e-01  3.858769608409073e-01  2.906304567559748e-01  1.240675469166439e-01 -9.487577042680074e-01
-8.109771553714487e-01  5.992521387435847e-02  5.820008781846859e-01 -4.775295211256697e-01  7.770826477126599e-01 -4.100098963163823e-01
 1.752996723181747e-01 -2.306900936045206e-01 -9.571061098947587e-01  1.647835958797057e-01 -7.953429857374220e-01 -5.833317251506528e-01
-1.738056063971594e-01  3.150822922914851e-01 -9.330138049724982e-01  6.304157717626705e-01  4.888513879012168e-01 -6.029927655121002e-01
 5.545813176784008e-01  5.974074918309472e-01 -5.792614701379207e-01 -3.473790481129871e-01  8.610202255067351e-01 -3.714457809700444e-01
-2.116317722246658e-04  2.275091614560928e-04 -9.999999517257860e-01  7.112410929533527e-02  2.643216336414238e-01 -9.618084191075030e-01
 4.148745824321721e-02 -7.972416488254211e-03  9.991072171613290e-01  7.212520092371413e-02 -4.628546078981787e-01  8.834950861997689e-01
 3.927339749753327e-01 -3.746181257890083e-01  8.398936151265859e-01 -3.408747368910193e-01 -5.232354203398049e-01  7.810436022728219e-01
-4.429287479017057e-01 -2.892388304668261e-01 -8.486194808230659e-01 -6.441281399995312e-01 -1.127066335027139e-01 -7.565686710571812e-01
 9.050392225814032e-01  3.781961746851413e-01 -1.946064208672860e-01  1.103881618297037e-01  7.618712800417772e-02 -9.909641644652617e-01
 3.019860455572597e-03 -1.903725755955159e-01 -9.817072694566127e-01 -6.145765598283155e-01  4.802549235803605e-01  6.258201502719571e-01
-3.939353469662419e-01  9.177544562131931e-01 -5.041528053490209e-02  6.110562765558197e-01 -6.402428507075698e-01 -4.655097410361914e-01
 3.397318428296143e-01  6.861172256516308e-01  6.432926454046427e-01 -4.995891681797753e-01 -8.398277671086478e-01  2.123675696304473e-01
 3.275480584068381e-01 -2.692034759340819e-01  9.056719924889578e-01  1.174700292712098e-01  1.664503658202507e-01  9.790276134723299e-01
 1.333483567539804e-01  7.168386137982342e-02 -9.884733884979865e-01  3.615121982715306e-02  9.180253474779386e-01  3.948702960378492e-01
-6.125825519388782e-02  3.996315589668983e-01 -9.146267234496743e-01 -7.177897155864202e-02  3.252810318995091e-01 -9.428891926034438e-01
-3.370216927434277e-01  8.789790946108731e-01  3.373605339357353e-01  2.453549267276494e-02  1.749310580570133e-01  9.842749283235648e-01
-4.245389372843138e-01 -4.512134503420789e-01  7.849669502341495e-01  6.598311518442673e-01 -5.850351538121170e-01 -4.715471554997443e-01
 1.334152094395673e-01  9.192696876585080e-02  9.867876237082216e-01  3.080268865383234e-01 -9.358590425019946e-01  1.711352965836000e-01
 5.640003422141032e-01  1.863209280295942e-01 -8.044800344076696e-01  9.540474370143850e-01 -2.898236521241216e-01  7.612974842805594e-02
-9.349958845030599e-01 -2.257555543631978e-01 -2.735271935960041e-01 -7.303210553150591e-01 -6.820501201028396e-01 -3.793138319651129e-02
-4.511429643197218e-01 -2.905845040918124e-01 -8.438190989344397e-01  1.139156302560095e-01 -1.981446794250584e-01 -9.735306442012583e-01
-1.034306031155812e-01  1.842373637365109e-01 -9.774245260594639e-01  4.147172026205202e-01 -1.600789024800696e-01 -8.957591120560185e-01
-9.412754410414427e-01  8.105006057902234e-02 -3.277673439688194e-01 -6.500875790381673e-02  9.842299742899150e-01  1.645151029695338e-01
 1.987183460276698e-02  8.300767610663413e-01 -5.572949676133209e-01  9.174891666036825e-01 -3.961018455382269e-01 -3.628990391404659e-02
 2.761366807163884e-01 -4.560192587094757e-01  8.460466708456429e-01  8.315264508505862e-01 -3.250994494179907e-01 -4.504154854397736e-01
-6.073412093920382e-02  5.925920351018768e-02 -9.963933527242543e-01 -5.755882818137087e-01 -6.984942332059854e-01  4.252104608505358e-01
 4.213505660455861e-01 -6.197450200015236e-01 -6.621025680937775e-01 -4.259452617226775e-01 -7.717041203287981e-01  4.722746919786786e-01
-2.359799462571406e-01 -3.091184571031360e-01  9.212813058141653e-01 -3.162261103559926e-01 -3.451329933059880e-01  8.836765607736625e-01
 1.171093308794051e-01 -8.131344109544798e-01  5.701735124878120e-01 -8.889094686671440e-01  4.439423053104501e-01  1.129388598735562e-01
-2.641659571026693e-02  3.564347998678714e-01 -9.339466777681854e-01  1.856387870987597e-02  6.368051210158217e-02 -9.977976622470737e-01
-6.997508028001801e-01  2.274187823588639e-01  6.772219070665946e-01 -1.289725385713483e-01  4.536137184716341e-01  8.818166922375643e-01
-7.097881344258677e-03  9.846797231945088e-01  1.742281917773591e-01  1.009677040245661e-01  6.832635755879592e-01 -7.231572505470472e-01
-6.030991266999233e-02  8.134417488888438e-03 -9.981465552141401e-01 -9.766730510114088e-01 -1.956790405847737e-01 -8.842773605542929e-02
-5.192464851449607e-01 -4.122324393177293e-01 -7.486304185903474e-01 -4.326973442863464e-01 -3.329278599652397e-01  8.378138506294275e-01
-8.554726637433940e-01 -1.585418077189386e-01 -4.929817611159595e-01  4.227130265051673e-01 -6.217105400676456e-01 -6.593858518285316e-01
-4.248631829773256e-01  5.164774175876882e-01 -7.434664436760602e-01 -4.413642220142463e-01  4.010290192585185e-01  8.027286896818314e-01
-4.737542324188599e-01 -2.799383331462894e-01 -8.349799140700894e-01 -8.228952099743508e-01 -3.858892465476192e-01  4.170527098583341e-01
-5.629480395773719e-02  5.580602647338523e-01 -8.278886615798906e-01 -8.733856270193202e-01 -1.256491541923636e-01  4.705420667345402e-01
 1.888796443570299e-01 -4.706680658607137e-02 -9.808716509642591e-01  3.058999584130671e-01 -2.072370118005834e-01 -9.292351889499497e-01
-5.626366746469070e-01  8.207377990047721e-01  9.914352034839667e-02  2.983775133572795e-01  8.178576766911798e-02 -9.509374047378195e-01
 5.416174292194902e-01  4.319628945172055e-01 -7.211508983049165e-01 -2.657024660573318e-01  9.381546942579805e-01 -2.219638915967360e-01
-2.293706302530688e-01 -1.201271103491038e-01  9.658978161982168e-01  2.771833251493682e-01 -2.818942839558303e-02 -9.604034362630477e-01
-9.147157092004292e-02 -1.265617084225875e-01  9.877322945386444e-01  9.033438779027828e-02  1.459058737552383e-01  9.851655568412225e-01
-6.933626300754508e-02 -8.177072891420588e-02  9.942364057531730e-01 -1.327531786930758e-01 -4.112958517134337e-02 -9.902953856150788e-01
-9.605792157619654e-01 -8.114968072337526e-02 -2.658990401724344e-01  7.542670003346645e-01 -6.427456725400201e-01  1.340122853966172e-01
-3.303180342952070e-01 -6.009789705157238e-01  7.278147245125034e-01  2.549524196914842e-01  5.750803847648042e-02 -9.652419847914019e-01
 8.265299465093027e-01  3.915486045185312e-02  5.615292907999769e-01 -8.171023923866760e-01  1.603131109653002e-01  5.537539045538170e-01
 5.363834200939080e-02 -2.702196068809775e-01 -9.613034340537714e-01 -9.347351780516796e-01  4.162531502988569e-02  3.528986824307472e-01
-3.673665352973811e-01  2.472165458315386e-01  8.966190987318533e-01 -2.292598653218044e-01  2.937812381460557e-01 -9.279722508060242e-01
 4.524002603196675e-01 -8.725078695581741e-01  1.845644115796800e-01  5.294117516118619e-02  7.766440965452813e-02  9.955729362761757e-01
 8.797112893172182e-01  4.547464786040740e-01 -1.389736940756485e-01 -9.815881135099074e-02  9.950734157123847e-01 -1.391923477236049e-02
 7.831639990105961e-02  9.452885968461677e-01 -3.166954533603866e-01  3.348427799558270e-01 -1.799694350711337e-02  9.421021296737713e-01
 7.780555140618430e-01  1.722069380744224e-01  6.041311012661020e-01  2.465995697213876e-01  9.540851412446223e-02 -9.644095953721058e-01
-3.922586373126428e-01 -9.183936025488525e-01  5.183003232652577e-02 -2.482643397042945e-01 -2.993981629737229e-02  9.682295311708222e-01
 3.559971710044987e-01  2.874239328591762e-01  8.891869865537605e-01 -5.376464846695496e-02  1.575547711262255e-01 -9.860455652101415e-01
-1.636366887894701e-01 -1.123444653399356e-01  9.801029309156779e-01 -6.160042701174778e-01 -4.824060931300945e-01 -6.227544463976086e-01
 3.784726135949855e-01 -2.693621589391482e-01 -8.855520922510555e-01 -4.173224046503676e-01 -2.120261327761728e-01  8.836780689803361e-01
-5.044523726940864e-01 -4.885050116750649e-01 -7.119625392193406e-01  1.303546652646163e-01  8.438364035119461e-01  5.205264501941990e-01
-1.700776490504893e-01 -5.005863753821991e-01 -8.488149822400466e-01 -4.417184110221792e-01  8.859595812529895e-01  1.412815124142879e-01
-4.894544311684789e-01 -7.146245547237617e-01  4.997460411002832e-01  9.287391356139617e-01  1.748033688086612e-01  3.269363856045612e-01
 7.462744987124799e-01 -6.184141616111030e-01 -2.462484462697653e-01 -4.715179324691551e-01 -1.544958557372606e-01  8.682176397194570e-01
-2.244145406136552e-01 -2.477096053299813e-01  9.424850478328168e-01  8.108129313239665e-01 -2.142554432705705e-01 -5.446806361775386e-01
-7.917672046155481e-01  2.346090697601277e-01  5.639709904610062e-01 -1.031715579229977e-01 -3.155852113936891e-01  9.432717551084322e-01
 4.040410820829558e-02  2.059093090366603e-02  9.989712316200166e-01  6.671359949812574e-01 -6.381961719147700e-01 -3.842332759583701e-01
-8.247206795349152e-01  4.200431785959130e-01  3.786813024992250e-01  1.109991536107558e-02  2.030264561012735e-01  9.791103359693097e-01
 3.860238892288143e-01  6.916889274271202e-01 -6.103703667605269e-01  9.613313833515910e-01  1.931856070095803e-01  1.962684198429700e-01
-2.557206899524430e-01  1.795017452617081e-01  9.499400255691132e-01  9.347059391977357e-01 -1.623484150391517e-01  3.161768482396429e-01
 4.762404736120694e-01 -8.455278513392175e-01  2.414076715919317e-01  1.454262228329561e-01  3.494347124512232e-01 -9.256060692576893e-01
 9.065748953555165e-01 -4.193383106164863e-01 -4.772148740814341e-02 -3.662933152855490e-01  7.256065643384448e-02 -9.276659734597421e-01
